Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt,Risk Level
1740,528222080,60,4,64.0,7713,1,2,3,3,0,4,0,8,2,2,0,5,7,5,2007,2007,1,0,12,13,2,16.0,2,4,2,2,4,3,5,0.0,5,0.0,728.0,728.0,1,0,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,2,7,7,0,5,1,2007.0,0,2.0,400.0,4,4,2,100,24,0,0,0,0,3,4,3,0,7,2007,6,5,177594,0,0,121.9739010989011,Low Risk
1741,528222090,20,4,64.0,7697,1,2,3,3,0,4,0,8,2,2,0,2,7,6,2007,2007,1,0,12,13,1,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1246.0,1246.0,1,0,1,4,1258,0,0,1258,0.0,0.0,2,0,3,1,2,6,7,0,5,1,2007.0,1,2.0,462.0,4,4,2,0,0,0,0,0,0,3,4,3,0,8,2007,6,5,173500,0,0,137.91732909379968,Medium Risk
1742,528228270,120,4,53.0,3922,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,0,14,15,1,72.0,2,4,2,0,4,0,5,0.0,5,0.0,1258.0,1258.0,1,0,1,4,1258,0,0,1258,0.0,0.0,2,0,2,1,2,6,7,1,2,1,2007.0,0,3.0,648.0,4,4,2,144,16,0,0,0,0,3,4,3,0,6,2007,6,5,172500,1,0,137.12241653418124,Medium Risk
1743,528228275,120,4,53.0,3922,1,2,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,0,12,13,1,72.0,2,4,2,0,4,0,5,0.0,5,0.0,1258.0,1258.0,1,0,1,4,1402,0,0,1402,0.0,2.0,0,2,2,1,2,7,7,1,2,1,2006.0,0,3.0,648.0,4,4,2,120,16,0,0,0,0,3,4,3,0,2,2007,6,5,194201,1,0,138.51711840228245,Low Risk
1744,528228375,120,4,43.0,3621,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,3,0,12,13,1,72.0,2,4,2,2,4,1,2,1084.0,5,0.0,322.0,1406.0,1,0,1,4,1589,0,0,1589,1.0,0.0,2,0,2,1,2,7,7,1,4,1,2003.0,0,3.0,630.0,4,4,2,143,20,0,0,0,0,3,4,3,0,11,2007,9,4,226500,4,4,142.54247954688483,Low Risk
1745,528228555,20,4,53.0,3710,1,2,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,0,12,13,1,16.0,2,4,2,2,4,0,5,0.0,5,0.0,1266.0,1266.0,1,0,1,4,1266,0,0,1266,0.0,0.0,2,0,2,1,2,6,7,1,2,1,2007.0,0,2.0,388.0,4,4,2,100,16,0,0,0,0,3,4,3,0,8,2007,6,5,185485,0,0,146.5126382306477,Low Risk
1746,528231010,20,4,182.0,14572,1,2,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,0,12,13,3,0.0,2,4,2,2,4,0,2,1300.0,5,0.0,230.0,1530.0,1,0,1,4,1530,0,0,1530,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2004.0,0,3.0,630.0,4,4,2,144,36,0,0,0,0,3,4,3,0,11,2007,9,3,259000,3,3,169.281045751634,Low Risk
1747,528231030,80,4,65.0,16219,1,2,1,3,0,4,0,8,2,2,0,7,7,5,2004,2005,1,0,12,13,3,0.0,2,4,2,2,4,1,2,779.0,5,0.0,56.0,835.0,1,0,1,4,1119,0,0,1119,1.0,0.0,2,0,2,1,2,5,7,0,5,1,2004.0,0,2.0,437.0,4,4,2,100,24,0,0,0,0,3,4,3,0,4,2007,9,4,188500,3,2,168.45397676496873,Low Risk
1748,528235000,80,4,87.0,11084,1,2,0,3,0,0,0,8,2,2,0,7,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,4,3,2,192.0,5,0.0,192.0,384.0,1,0,1,4,744,630,0,1374,1.0,0.0,2,1,3,1,2,8,7,1,2,3,2004.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,3,0,6,2007,9,3,175000,3,3,127.36535662299856,Low Risk
1749,528235160,60,4,59.0,11796,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,0,12,13,3,0.0,2,4,2,2,4,0,5,0.0,5,0.0,847.0,847.0,1,0,1,4,847,1112,0,1959,0.0,0.0,2,1,4,1,2,8,7,1,2,3,2004.0,0,2.0,434.0,4,4,2,100,48,0,0,0,0,3,4,3,0,7,2007,9,4,215000,3,2,109.74987238386932,Low Risk
1750,528235170,20,4,59.0,10936,1,2,0,3,0,4,0,8,2,2,0,2,7,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,4,0,5,0.0,5,0.0,1510.0,1510.0,1,0,1,4,1525,0,0,1525,0.0,0.0,2,1,3,1,2,6,7,1,2,1,2006.0,1,2.0,534.0,4,4,2,100,18,0,0,0,0,3,4,3,0,4,2007,6,5,206580,1,1,135.46229508196723,Low Risk
1751,528240020,60,4,62.0,8244,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2004,2004,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,840.0,840.0,1,0,1,4,840,880,0,1720,0.0,0.0,2,1,3,1,2,7,7,1,2,1,2004.0,0,2.0,440.0,4,4,2,100,48,0,0,0,0,3,4,3,0,5,2007,9,4,183500,3,3,106.68604651162792,Low Risk
1752,528250010,80,4,64.0,11950,1,2,0,3,0,0,0,8,2,2,0,7,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,384.0,384.0,1,0,1,4,754,640,0,1394,0.0,0.0,2,1,3,1,2,7,7,1,4,3,2003.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,3,0,10,2007,9,4,165500,4,4,118.72309899569584,Low Risk
1753,528250070,60,4,63.0,7875,1,2,3,3,0,4,0,8,2,2,0,5,7,5,2003,2003,1,0,12,13,1,16.0,2,4,2,2,4,3,5,0.0,5,0.0,847.0,847.0,1,0,1,4,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,7,1,2,3,2003.0,0,2.0,434.0,4,4,2,0,48,0,0,0,0,3,4,3,0,7,2007,9,4,211000,4,4,108.31622176591377,Low Risk
1754,528275035,60,4,64.0,8063,1,2,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,924.0,924.0,1,0,1,4,948,742,0,1690,0.0,0.0,2,1,3,1,4,7,7,1,4,1,2000.0,1,2.0,463.0,4,4,2,100,48,0,0,0,0,3,4,3,0,11,2007,9,0,181000,7,7,107.10059171597634,High Risk
1755,528275110,60,4,64.0,8740,1,2,0,3,0,4,0,8,2,2,0,5,7,5,2002,2002,1,0,12,13,3,0.0,2,4,2,2,4,3,2,574.0,5,0.0,280.0,854.0,1,0,1,4,864,1131,0,1995,0.0,0.0,2,1,4,1,2,8,7,1,2,3,2002.0,0,2.0,435.0,4,4,2,264,48,0,0,0,0,3,4,3,0,7,2007,9,4,219500,5,5,110.0250626566416,Low Risk
1756,528280110,60,4,62.0,7917,1,2,3,3,0,4,0,8,2,2,0,5,6,5,1999,2000,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,953.0,953.0,1,0,1,4,953,694,0,1647,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1999.0,1,2.0,460.0,4,4,2,0,40,0,0,0,0,3,4,3,0,8,2007,9,4,175000,8,7,106.25379477838494,High Risk
1757,528280150,80,4,76.0,9967,1,2,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,384.0,384.0,1,0,1,4,774,656,0,1430,0.0,0.0,2,1,3,1,4,8,7,1,4,3,2000.0,1,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,3,0,12,2007,9,4,170000,7,7,118.88111888111888,Low Risk
1758,528290060,60,4,64.0,7750,1,2,3,3,0,4,0,8,6,2,0,5,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,660.0,660.0,1,0,1,4,660,660,0,1320,0.0,0.0,2,1,3,1,2,6,7,0,5,1,2003.0,0,2.0,400.0,4,4,2,0,48,0,0,0,0,3,4,3,0,8,2007,9,4,162000,4,4,122.72727272727272,Low Risk
1759,528290170,60,4,58.0,9487,1,2,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,0,12,13,3,0.0,3,4,2,2,4,3,2,520.0,5,0.0,395.0,915.0,1,0,1,4,940,750,0,1690,1.0,0.0,2,1,3,1,4,7,7,1,4,1,2000.0,1,2.0,442.0,4,4,2,0,50,0,0,0,0,3,4,3,0,6,2007,9,4,187000,7,7,110.6508875739645,Low Risk
1760,528294010,60,4,59.0,9649,1,2,0,3,0,4,0,8,2,2,0,5,6,5,1999,2000,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,941.0,941.0,1,0,1,4,961,683,0,1644,0.0,0.0,2,1,3,1,4,7,7,1,4,1,1999.0,1,2.0,460.0,4,4,2,460,42,0,0,0,0,3,4,3,0,5,2007,9,4,185000,8,7,112.53041362530412,Low Risk
1763,528326060,60,4,89.0,11000,1,2,3,3,0,2,0,18,2,2,0,5,8,5,2000,2000,1,0,12,13,1,72.0,2,4,2,2,4,3,5,0.0,5,0.0,969.0,969.0,1,0,1,4,997,1288,0,2285,0.0,0.0,2,1,4,1,2,8,7,1,4,3,2000.0,0,3.0,648.0,4,4,2,0,56,0,0,0,0,3,4,3,0,6,2007,9,4,248000,7,7,108.53391684901533,Low Risk
1767,528348030,60,4,83.0,10790,1,2,3,3,0,4,0,18,2,2,0,5,7,5,1998,1998,1,0,12,13,1,275.0,2,4,2,2,4,3,5,0.0,5,0.0,1066.0,1066.0,1,0,1,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,2,8,7,1,4,3,1998.0,0,3.0,600.0,4,4,2,120,38,0,0,0,0,3,4,3,0,5,2007,9,4,252000,9,9,105.66037735849056,Low Risk
1769,528354060,60,4,92.0,9920,1,2,0,3,0,1,0,18,2,2,0,5,7,5,1996,1997,1,0,8,8,3,0.0,2,4,2,2,4,0,2,862.0,5,0.0,255.0,1117.0,1,0,1,4,1127,886,0,2013,1.0,0.0,2,1,3,1,4,8,7,1,4,1,1997.0,2,2.0,455.0,4,4,2,180,130,0,0,0,0,3,4,3,0,6,2007,9,4,269790,11,10,134.02384500745157,Low Risk
1770,528354110,60,4,95.0,11787,1,2,0,3,0,4,0,18,2,2,0,5,7,5,1996,1997,1,0,12,13,1,594.0,2,4,2,2,4,3,2,719.0,5,0.0,660.0,1379.0,1,0,1,4,1383,1015,0,2398,1.0,0.0,2,1,3,1,2,8,7,1,4,1,1996.0,0,3.0,834.0,4,4,2,239,60,0,0,0,0,3,4,3,0,8,2007,9,4,315750,11,10,131.6722268557131,Low Risk
1771,528358040,60,4,82.0,9950,1,2,0,3,0,4,0,18,2,2,0,5,7,5,1995,1995,1,0,12,13,1,290.0,2,4,2,2,4,3,2,565.0,5,0.0,638.0,1203.0,1,0,1,4,1214,1306,0,2520,0.0,0.0,2,1,4,1,2,9,7,1,4,1,1995.0,1,3.0,721.0,4,4,2,224,114,0,0,0,0,3,4,3,0,6,2007,9,0,290000,12,12,115.07936507936508,Low Risk
1772,528364110,60,4,65.0,12257,1,2,0,3,0,4,0,18,2,2,0,5,8,5,1995,1995,1,0,12,13,1,513.0,2,4,2,2,4,0,3,56.0,0,64.0,1198.0,1318.0,1,0,1,4,1328,1203,0,2531,0.0,0.0,2,1,4,1,2,9,7,1,4,1,1995.0,1,3.0,752.0,4,4,2,222,98,0,0,0,0,3,4,3,0,11,2007,9,4,290000,12,12,114.57921770051364,Low Risk
1774,528366070,60,4,88.0,11762,1,2,3,3,0,4,0,18,2,2,0,5,8,5,1992,1993,1,0,12,13,1,309.0,2,4,2,0,4,3,2,335.0,5,0.0,770.0,1105.0,1,0,1,4,1105,1097,0,2202,1.0,0.0,2,1,4,1,2,9,7,1,4,1,1992.0,1,2.0,517.0,4,4,2,0,65,0,0,144,0,3,4,3,0,9,2007,9,4,263000,15,14,119.43687556766577,Low Risk
1775,528376010,60,4,82.0,9044,1,2,0,3,0,4,0,18,2,2,0,5,8,5,1996,1997,1,0,12,13,1,526.0,2,2,2,2,4,3,2,1225.0,5,0.0,100.0,1325.0,1,0,1,4,1335,1203,0,2538,0.0,0.0,2,1,4,1,2,8,7,1,4,1,1996.0,1,3.0,933.0,4,4,2,198,92,0,0,0,0,3,4,3,0,5,2007,9,4,330000,11,10,130.02364066193854,Low Risk
1776,528427040,20,4,75.0,9910,1,2,3,3,0,4,0,24,1,2,0,2,7,6,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1369.0,1369.0,1,0,1,4,1369,0,0,1369,0.0,0.0,2,0,3,1,2,5,7,0,5,1,2007.0,2,2.0,605.0,4,4,2,0,203,0,0,0,0,3,4,3,0,9,2007,6,5,213133,0,0,155.68517165814464,Low Risk
1777,528427100,20,4,91.0,11830,1,2,3,3,0,4,0,24,1,2,0,2,8,5,2007,2007,1,0,12,13,1,164.0,2,4,2,2,4,3,2,1220.0,5,0.0,322.0,1542.0,1,0,1,4,1542,0,0,1542,1.0,0.0,2,0,3,1,2,6,7,1,2,1,2007.0,2,3.0,852.0,4,4,2,168,110,0,0,0,0,3,4,3,0,7,2007,6,5,260261,0,0,168.78145265888458,Low Risk
1778,528429090,20,4,84.0,11670,1,2,0,3,0,0,0,24,8,2,0,2,9,5,2006,2006,3,0,12,7,2,302.0,0,4,2,0,2,3,5,0.0,5,0.0,1905.0,1905.0,1,0,1,4,1905,0,0,1905,0.0,0.0,2,0,3,1,0,8,7,1,2,1,2006.0,0,3.0,788.0,4,4,2,0,191,0,0,0,0,3,4,3,0,3,2007,9,4,320000,1,1,167.97900262467192,Low Risk
1779,528429110,20,4,49.0,15256,1,2,0,3,0,1,0,24,6,2,0,2,8,5,2007,2007,1,0,12,13,2,84.0,2,4,2,2,4,1,2,929.0,5,0.0,556.0,1485.0,1,0,1,4,1464,0,0,1464,1.0,0.0,2,0,3,1,2,6,7,0,5,1,2007.0,2,3.0,754.0,4,4,2,168,160,0,0,0,0,3,4,3,0,8,2007,9,4,282922,0,0,193.25273224043715,Low Risk
1780,528431030,20,4,76.0,10612,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2006,2006,1,0,12,13,1,248.0,2,4,2,2,4,2,2,28.0,5,0.0,1496.0,1524.0,1,2,1,4,1534,0,0,1534,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2006.0,0,2.0,484.0,4,4,2,168,46,0,0,0,0,3,4,3,0,1,2007,9,3,215000,1,1,140.15645371577574,Low Risk
1782,528431050,20,4,116.0,13501,1,2,0,3,0,0,0,24,2,2,0,2,8,5,2006,2006,1,0,12,13,2,208.0,2,4,2,2,4,3,2,63.0,5,0.0,1560.0,1623.0,1,0,1,4,1636,0,0,1636,1.0,0.0,2,0,3,1,2,8,7,1,2,1,2006.0,1,3.0,865.0,4,4,2,0,60,0,0,0,0,3,4,3,0,6,2007,9,4,255000,1,1,155.8679706601467,Low Risk
1783,528431110,20,4,75.0,9986,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2006,2007,1,0,12,13,1,428.0,2,4,2,0,4,0,5,0.0,5,0.0,1795.0,1795.0,1,0,1,4,1795,0,0,1795,0.0,0.0,2,0,2,1,2,7,7,1,2,1,2007.0,1,3.0,895.0,4,4,2,0,49,0,0,0,0,3,4,3,0,2,2007,6,5,147000,1,0,81.8941504178273,Low Risk
1784,528435010,20,4,85.0,9965,1,2,3,3,0,2,0,24,1,2,0,2,7,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1528.0,1528.0,1,0,1,4,1528,0,0,1528,0.0,0.0,3,2,3,1,2,6,7,1,4,1,2007.0,2,2.0,480.0,4,4,2,0,228,0,0,0,0,3,4,3,0,9,2007,6,5,235876,0,0,154.36910994764398,Low Risk
1785,528435040,20,4,79.0,9416,1,2,3,3,0,4,0,24,2,2,0,2,7,5,2007,2007,3,0,5,5,2,205.0,0,4,2,0,4,3,2,1126.0,5,0.0,600.0,1726.0,1,0,1,4,1726,0,0,1726,1.0,0.0,2,0,3,1,0,8,7,1,2,1,2007.0,0,3.0,786.0,4,4,2,171,138,0,0,266,0,3,4,3,0,9,2007,6,5,311872,0,0,180.69061413673236,Low Risk
1786,528435060,20,4,83.0,9849,1,2,3,3,0,4,0,24,2,2,0,2,7,6,2007,2007,3,0,12,13,2,0.0,2,4,2,2,4,0,5,0.0,5,0.0,1689.0,1689.0,1,0,1,4,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2007.0,1,3.0,954.0,4,4,2,0,56,0,0,0,0,3,4,3,0,6,2007,6,5,248328,0,0,147.02664298401422,Low Risk
1787,528435070,20,4,85.0,10000,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2006,2006,3,0,12,13,2,410.0,2,4,2,2,2,0,5,0.0,5,0.0,1588.0,1588.0,1,0,1,4,1588,0,0,1588,0.0,0.0,2,0,3,1,2,7,7,1,2,1,2006.0,1,3.0,825.0,4,4,2,144,45,0,0,0,0,3,4,3,0,12,2007,9,4,227000,1,1,142.9471032745592,Low Risk
1788,528439040,20,4,74.0,8847,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2005,2005,1,0,12,13,1,148.0,2,4,2,2,4,0,2,769.0,5,0.0,769.0,1538.0,1,0,1,4,1538,0,0,1538,1.0,0.0,2,0,3,1,2,7,7,0,5,1,2005.0,1,2.0,484.0,4,4,2,146,40,0,0,0,0,3,4,3,0,12,2007,9,4,260000,2,2,169.05071521456438,Low Risk
1789,528439050,20,4,76.0,9158,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2007,2007,1,0,5,5,2,140.0,2,4,2,2,4,0,5,0.0,5,0.0,1496.0,1496.0,1,0,1,4,1496,0,0,1496,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2007.0,0,2.0,474.0,4,4,2,168,130,0,0,0,0,3,4,3,0,6,2007,6,5,225000,0,0,150.40106951871658,Low Risk
1790,528439080,20,4,70.0,8251,1,2,3,3,0,4,0,24,2,2,0,2,7,5,2005,2006,1,0,12,13,1,143.0,2,4,2,2,2,0,2,778.0,5,0.0,716.0,1494.0,1,0,1,4,1506,0,0,1506,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2005.0,1,2.0,672.0,4,4,2,192,35,0,0,0,0,3,4,3,0,4,2007,9,4,249000,2,1,165.3386454183267,Low Risk
1791,528441080,20,4,75.0,10084,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2004,2005,1,0,12,13,2,186.0,2,4,2,0,4,0,2,1369.0,5,0.0,317.0,1686.0,1,0,1,4,1694,0,0,1694,1.0,0.0,2,0,3,1,2,7,7,1,2,1,2004.0,1,2.0,636.0,4,4,2,255,57,0,0,0,0,3,4,3,0,8,2007,9,4,307000,3,2,181.2278630460449,Low Risk
1792,528445020,60,4,70.0,9605,1,2,3,3,0,4,0,24,2,2,0,5,7,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,982.0,982.0,1,0,1,4,982,995,0,1977,0.0,0.0,2,1,3,1,2,7,7,0,5,1,2006.0,1,3.0,574.0,4,4,2,240,53,0,0,0,0,3,4,3,0,7,2007,9,3,250000,1,1,126.45422357106727,Low Risk
1793,528445070,60,4,75.0,8778,1,2,3,3,0,4,0,24,2,2,0,5,8,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1302.0,1302.0,1,0,1,4,1302,528,0,1830,0.0,0.0,2,1,3,1,2,7,7,0,5,3,2006.0,1,3.0,859.0,4,4,2,0,40,0,0,0,0,3,4,3,0,3,2007,9,4,221300,1,1,120.92896174863388,Low Risk
1794,528456190,20,2,72.0,8640,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,2,24.0,5,0.0,1314.0,1338.0,1,0,1,4,1338,0,0,1338,0.0,0.0,2,0,3,1,2,6,7,0,5,1,2007.0,1,2.0,598.0,4,4,2,0,141,0,0,0,0,3,4,3,0,11,2007,6,5,208900,0,0,156.12855007473843,Low Risk
1795,528456230,20,2,75.0,9000,1,2,3,3,0,4,0,24,2,2,0,2,7,5,2006,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,1335.0,1335.0,1,0,1,4,1335,0,0,1335,0.0,0.0,2,0,3,1,2,6,7,0,5,1,2007.0,1,2.0,575.0,4,4,2,0,210,0,0,0,0,3,4,3,0,6,2007,6,5,210400,1,0,157.60299625468164,Low Risk
1796,528458080,60,2,72.0,8640,1,2,3,3,0,4,0,24,2,2,0,5,8,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,0,2,350.0,5,0.0,546.0,896.0,1,0,1,4,896,896,0,1792,0.0,0.0,2,1,3,1,2,8,7,0,5,1,2007.0,0,2.0,590.0,4,4,2,184,96,0,0,0,0,3,4,3,0,11,2007,6,5,255000,0,0,142.29910714285714,Low Risk
1797,528458090,60,2,81.0,10411,1,2,3,3,0,0,0,24,2,2,0,5,5,5,2007,2007,1,0,12,13,3,0.0,2,4,1,2,4,4,5,0.0,5,0.0,725.0,725.0,1,0,1,4,725,863,0,1588,0.0,0.0,3,0,3,1,2,8,7,0,5,1,2007.0,2,2.0,561.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2007,6,5,212109,0,0,133.5698992443325,Low Risk
1798,528458120,60,2,75.0,9000,1,2,3,3,0,4,0,24,2,2,0,5,8,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,4,0,5,0.0,5,0.0,1088.0,1088.0,1,0,1,4,1088,871,0,1959,0.0,0.0,2,1,3,1,2,8,7,1,2,1,2006.0,1,3.0,1025.0,4,4,2,208,46,0,0,0,0,3,4,3,0,12,2007,9,4,270000,1,1,137.82542113323123,Low Risk
1800,528458150,60,2,112.0,12217,1,2,0,3,0,4,0,24,2,2,0,5,8,5,2007,2007,3,0,14,15,3,0.0,2,4,2,0,4,0,2,745.0,5,0.0,210.0,955.0,1,0,1,4,955,925,0,1880,1.0,0.0,2,1,3,1,0,8,7,1,2,1,2007.0,0,3.0,880.0,4,4,2,168,127,0,0,0,0,3,4,3,0,12,2007,6,5,310013,0,0,164.9005319148936,Low Risk
1801,528477020,20,2,84.0,11096,1,2,3,3,0,4,0,24,2,2,0,2,8,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,4,0,2,24.0,5,0.0,1632.0,1656.0,1,0,1,4,1656,0,0,1656,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2006.0,1,3.0,826.0,4,4,2,0,146,0,0,0,0,3,4,3,0,7,2007,9,4,249700,1,1,150.78502415458937,Low Risk
1802,528480020,60,2,84.0,10207,1,2,3,3,0,4,0,24,2,2,0,5,7,6,2007,2007,1,0,12,13,3,0.0,2,4,2,2,4,3,5,0.0,5,0.0,874.0,874.0,1,0,1,4,874,887,0,1761,0.0,0.0,3,0,3,1,2,7,7,0,5,1,2007.0,0,2.0,578.0,4,4,2,144,105,0,0,0,0,3,4,3,0,8,2007,6,5,227875,0,0,129.40090857467348,Low Risk
1803,528480180,20,2,84.0,10440,1,2,3,3,0,0,0,24,2,2,0,2,8,5,2007,2007,1,0,5,5,3,0.0,0,4,2,2,4,2,5,0.0,5,0.0,1574.0,1574.0,1,0,1,4,1584,0,0,1584,0.0,0.0,2,0,2,1,0,6,7,1,2,1,2007.0,0,2.0,594.0,4,4,2,0,256,0,0,0,0,3,4,3,0,5,2007,6,5,261329,0,0,164.9804292929293,Low Risk
1804,528482010,20,2,100.0,11824,1,2,0,3,0,0,0,24,2,2,0,2,8,5,2006,2006,1,0,12,13,1,298.0,2,4,2,2,4,0,5,0.0,5,0.0,1685.0,1685.0,1,0,1,4,1685,0,0,1685,0.0,0.0,2,0,2,1,2,5,7,1,2,1,2006.0,0,3.0,658.0,4,4,2,112,63,0,0,0,0,3,4,3,0,4,2007,9,4,253000,1,1,150.14836795252225,Low Risk
1805,528482030,60,2,85.0,10625,1,2,3,3,0,4,0,24,2,2,0,5,6,5,2004,2004,1,0,12,13,1,353.0,2,4,2,2,4,0,5,0.0,5,0.0,1158.0,1158.0,1,0,1,4,1158,1285,0,2443,0.0,0.0,2,1,4,1,2,9,3,1,2,3,2004.0,1,3.0,744.0,4,4,2,193,127,0,0,0,0,3,4,3,0,6,2007,9,4,265000,3,3,108.47318870241506,Low Risk
1807,531363020,20,4,63.0,7500,1,2,3,3,0,4,0,23,2,2,0,2,6,5,2006,2007,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1100.0,1100.0,1,0,1,4,1100,0,0,1100,0.0,0.0,1,1,3,1,4,6,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,136,0,0,0,0,3,4,3,0,6,2007,6,5,146000,1,0,132.72727272727272,Medium Risk
1808,531363040,20,4,63.0,7500,1,2,3,3,0,4,0,23,2,2,0,2,7,5,2006,2006,1,0,12,13,3,0.0,2,4,2,2,2,3,5,0.0,5,0.0,1143.0,1143.0,1,0,1,4,1143,0,0,1143,0.0,0.0,1,1,3,1,2,5,7,0,5,6,0.0,3,0.0,0.0,5,5,2,0,55,0,0,0,0,3,4,3,0,10,2007,9,4,147000,1,1,128.60892388451444,Medium Risk
1809,531375140,20,4,60.0,12450,1,2,3,3,0,4,0,23,5,2,0,2,5,5,2003,2004,1,0,12,13,1,126.0,2,4,2,2,4,3,2,729.0,5,0.0,365.0,1094.0,1,0,1,4,1094,0,0,1094,1.0,0.0,1,0,3,1,2,6,7,0,5,5,2004.0,2,2.0,576.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2007,9,4,149000,4,3,136.19744058500913,Medium Risk
1810,531376060,20,4,65.0,7441,1,2,0,3,0,4,0,23,2,2,0,2,7,5,2006,2006,1,0,12,13,1,170.0,2,4,2,2,4,3,5,0.0,5,0.0,1461.0,1461.0,1,0,1,4,1486,0,0,1486,0.0,0.0,2,0,3,1,2,7,7,0,5,1,2006.0,1,2.0,566.0,4,4,2,0,32,0,0,0,0,3,4,3,0,6,2007,9,4,181000,1,1,121.80349932705248,Low Risk
