Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House Age,Remodel Age,Price per SqFt
1228,534479150,20,4,63.0,7584,1,2,3,3,0,4,0,15,0,2,0,2,5,5,1953,1953,3,0,13,14,1,88.0,3,4,1,4,4,3,3,531.0,5,0.0,505.0,1036.0,1,0,1,4,1036,0,0,1036,0.0,0.0,1,0,3,1,4,5,7,0,5,1,1953.0,1,1.0,312.0,4,4,2,120,24,0,0,0,0,3,2,3,0,6,2008,9,4,112900,55,55,108.97683397683397
1229,535103050,60,4,73.0,13700,1,2,0,3,0,4,0,15,2,2,0,5,7,6,1965,1988,1,0,12,13,2,288.0,3,4,1,4,4,1,0,454.0,5,0.0,410.0,864.0,1,4,1,4,902,918,0,1820,0.0,0.0,1,2,4,1,2,8,7,2,2,1,1965.0,2,2.0,492.0,4,4,2,60,84,0,0,273,0,3,0,3,0,5,2008,9,4,201800,43,20,110.87912087912088
1230,535104020,20,4,80.0,10197,1,2,0,3,0,4,0,15,2,2,0,2,6,5,1961,1961,1,0,14,15,0,491.0,3,4,1,4,4,3,0,288.0,4,374.0,700.0,1362.0,1,4,1,4,1362,0,0,1362,1.0,0.0,1,1,3,1,4,6,7,1,4,1,1961.0,2,2.0,504.0,4,4,2,0,20,0,0,0,0,3,4,3,0,6,2008,0,4,163000,47,47,119.67694566813509
1231,535105030,20,4,75.0,7875,1,2,3,3,0,4,0,15,2,2,0,2,5,6,1961,1961,1,0,12,13,1,136.0,3,4,1,4,4,3,4,572.0,5,0.0,572.0,1144.0,1,2,1,4,1144,0,0,1144,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1961.0,2,2.0,456.0,4,4,2,0,0,0,0,0,0,3,1,3,0,9,2008,9,4,139950,47,47,122.33391608391608
1232,535105060,20,4,80.0,8400,1,2,3,3,0,4,0,15,2,2,0,2,6,9,1962,2005,1,0,13,14,1,237.0,2,2,1,4,4,3,5,0.0,5,0.0,1319.0,1319.0,1,4,1,4,1537,0,0,1537,1.0,0.0,1,1,3,1,2,7,7,1,2,1,1962.0,1,2.0,462.0,4,4,2,0,36,0,0,0,0,3,0,3,0,7,2008,0,0,174000,46,3,113.20754716981132
1233,535105090,80,4,101.0,9150,1,2,0,3,0,0,0,15,2,2,0,7,6,5,1962,1962,1,2,9,10,1,305.0,3,4,1,2,4,1,2,371.0,5,0.0,728.0,1099.0,1,2,1,4,1431,0,0,1431,0.0,1.0,1,0,3,1,4,6,7,1,2,2,1962.0,1,1.0,296.0,4,4,2,64,110,0,0,0,0,3,4,3,0,12,2008,9,4,165000,46,46,115.30398322851153
1234,535126140,60,4,90.0,14670,1,2,3,3,0,4,0,15,2,2,0,5,6,7,1966,1999,1,0,12,13,1,410.0,2,2,1,4,4,3,1,575.0,5,0.0,529.0,1104.0,1,0,1,4,1104,884,0,1988,0.0,0.0,2,1,4,1,2,9,7,1,2,1,1966.0,1,2.0,480.0,4,4,2,0,230,0,0,0,0,3,2,3,0,8,2008,9,4,227000,42,9,114.1851106639839
1235,535150210,20,4,73.0,7390,1,2,0,3,0,4,0,15,2,2,0,2,5,7,1955,1955,3,0,13,14,1,151.0,3,4,1,4,4,3,0,902.0,5,0.0,196.0,1098.0,1,4,1,4,1098,0,0,1098,1.0,0.0,1,0,3,1,4,6,7,0,5,1,1955.0,2,1.0,260.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2008,9,4,135000,53,53,122.95081967213115
1236,535150280,20,4,71.0,9204,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1963,1963,1,0,6,6,3,0.0,3,4,1,4,4,3,1,25.0,4,872.0,247.0,1144.0,1,4,1,4,1144,0,0,1144,1.0,0.0,1,1,3,1,4,6,7,0,5,5,1962.0,2,1.0,336.0,4,4,2,0,88,0,0,0,0,3,4,3,0,8,2008,0,4,124000,45,45,108.39160839160839
1237,535151160,20,4,70.0,7763,1,2,3,3,0,4,0,15,2,2,0,2,5,7,1962,1980,1,0,8,8,3,0.0,3,2,1,4,4,3,4,504.0,1,108.0,319.0,931.0,1,4,1,4,1283,0,0,1283,1.0,0.0,1,0,3,1,4,6,7,0,5,5,1980.0,2,2.0,506.0,4,4,2,0,0,0,0,0,0,3,4,3,0,10,2008,9,4,140000,46,28,109.11925175370226
1238,535152200,20,4,74.0,8856,1,2,3,3,0,4,0,15,2,2,0,2,5,4,1957,1957,1,0,13,14,1,143.0,3,4,1,4,4,3,0,621.0,3,52.0,503.0,1176.0,1,4,1,4,1176,0,0,1176,1.0,0.0,1,0,3,1,4,6,7,2,2,1,1957.0,1,1.0,292.0,4,4,2,0,88,0,0,95,0,3,4,3,0,5,2008,9,4,136500,51,51,116.07142857142857
1239,535153140,20,4,82.0,9840,1,2,3,3,0,4,0,15,2,2,0,2,5,7,1959,1998,1,0,6,6,3,0.0,3,4,1,4,4,3,0,1053.0,5,0.0,195.0,1248.0,1,4,1,4,1440,0,0,1440,1.0,0.0,2,0,2,1,2,7,7,0,5,1,1959.0,1,1.0,480.0,4,4,2,150,0,0,0,256,0,3,4,3,0,6,2008,9,4,185000,49,10,128.47222222222223
1240,535153150,20,4,76.0,9120,1,2,3,3,0,4,0,15,2,2,0,2,6,6,1958,1958,3,0,8,8,3,0.0,3,4,1,4,4,3,0,662.0,5,0.0,599.0,1261.0,1,0,1,4,1261,0,0,1261,1.0,0.0,1,0,3,1,4,6,7,1,4,1,1958.0,1,2.0,433.0,4,4,2,0,0,0,0,288,0,3,4,2,1400,11,2008,9,4,163000,50,50,129.26249008723235
1241,535176100,20,4,90.0,13200,1,2,0,3,0,4,0,15,1,2,0,2,6,6,1958,1958,1,0,13,14,1,187.0,3,4,1,4,4,3,3,958.0,5,0.0,437.0,1395.0,1,0,1,4,1570,0,0,1570,1.0,0.0,1,0,3,1,4,5,7,1,4,1,1958.0,1,2.0,441.0,4,4,2,490,0,0,0,0,0,3,4,3,0,5,2008,9,4,166800,50,50,106.24203821656052
1242,535178060,20,4,72.0,9000,1,2,3,3,0,4,0,15,2,2,0,2,6,5,1956,1956,1,0,13,14,1,74.0,3,4,1,2,4,3,3,616.0,5,0.0,580.0,1196.0,1,2,1,0,1196,0,0,1196,1.0,0.0,1,0,2,1,4,6,7,1,2,1,1956.0,1,1.0,297.0,4,4,2,0,44,0,0,0,0,3,4,3,0,5,2008,9,4,139000,52,52,116.22073578595318
1243,535179060,20,4,80.0,11900,1,2,0,3,0,0,0,15,2,2,0,2,6,5,1957,1957,1,0,6,6,1,387.0,3,4,1,4,4,3,4,1040.0,5,0.0,352.0,1392.0,1,4,1,0,1392,0,0,1392,1.0,0.0,1,1,3,1,4,6,7,2,2,1,1957.0,1,2.0,458.0,4,4,2,0,0,0,0,192,0,3,4,3,0,6,2008,9,4,166000,51,51,119.25287356321839
1244,535180100,20,4,75.0,9464,1,2,3,3,0,0,0,15,2,2,0,2,6,7,1958,1958,3,0,8,8,1,135.0,3,2,1,4,4,3,1,570.0,5,0.0,510.0,1080.0,1,2,1,4,1080,0,0,1080,0.0,0.0,1,0,3,1,4,5,7,0,5,1,1958.0,2,1.0,288.0,4,4,2,0,0,0,0,130,0,3,4,3,0,6,2008,9,4,136000,50,50,125.92592592592592
1245,535180120,20,4,75.0,10425,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1956,1958,1,0,8,8,3,0.0,3,4,1,4,4,3,4,774.0,5,0.0,330.0,1104.0,1,2,1,4,1104,0,0,1104,1.0,0.0,1,0,3,1,4,5,7,0,5,1,1956.0,1,1.0,384.0,4,4,2,0,0,0,0,0,0,3,4,3,0,4,2008,9,4,133000,52,50,120.47101449275362
1246,535301080,20,4,60.0,11556,1,2,3,3,0,4,0,15,2,2,0,2,5,6,1952,1952,1,0,8,8,2,52.0,3,4,1,4,4,3,4,148.0,5,0.0,572.0,720.0,1,0,1,0,882,0,0,882,1.0,0.0,1,0,2,1,2,4,7,0,5,1,1952.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,3,2,3,0,5,2008,9,4,116000,56,56,131.51927437641723
1247,535302130,20,4,102.0,9373,1,2,0,3,0,0,0,15,2,2,0,2,5,6,1953,1953,1,0,8,8,1,84.0,3,4,1,4,4,3,4,500.0,3,196.0,456.0,1152.0,1,4,1,4,1152,0,0,1152,0.0,0.0,1,1,3,1,4,6,7,0,5,5,1971.0,2,2.0,636.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2008,9,4,137500,55,55,119.35763888888889
1248,535302140,20,4,73.0,12774,1,2,3,3,0,4,2,15,2,2,0,2,5,5,1953,1953,3,0,8,8,3,0.0,3,4,2,4,4,3,1,624.0,3,128.0,232.0,984.0,2,4,0,4,950,0,0,950,0.0,0.0,1,0,2,1,4,5,7,0,5,5,1953.0,2,2.0,400.0,4,4,2,0,32,0,0,0,0,3,1,3,0,7,2008,9,4,130000,55,55,136.8421052631579
1249,535303030,20,4,95.0,14250,1,2,3,3,0,4,0,15,2,2,0,2,6,5,1957,1957,1,0,9,10,1,360.0,3,4,1,4,4,3,5,0.0,5,0.0,998.0,998.0,1,4,1,4,1790,0,0,1790,0.0,0.0,2,0,3,1,4,6,7,2,2,1,1957.0,0,2.0,540.0,4,4,2,0,40,0,0,0,0,3,4,2,1500,9,2008,9,4,180000,51,51,100.55865921787709
1250,535305030,20,4,60.0,7350,1,2,3,3,0,0,0,15,2,2,0,2,5,7,1951,1951,1,0,6,6,3,0.0,3,4,1,4,4,2,0,852.0,5,0.0,100.0,952.0,1,4,1,4,952,0,0,952,1.0,0.0,1,0,2,1,4,4,7,0,5,5,1988.0,2,2.0,840.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2008,0,0,139000,57,57,146.00840336134453
1251,535305160,20,4,57.0,7677,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1953,1953,1,0,12,13,3,0.0,3,4,1,4,4,3,1,570.0,5,0.0,203.0,773.0,1,2,1,4,773,0,0,773,0.0,0.0,1,0,2,1,4,4,7,0,5,1,1953.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,3,4,3,0,4,2008,9,0,110000,55,55,142.3027166882277
1252,535327230,20,4,71.0,8838,1,2,3,3,0,4,0,15,2,2,0,2,5,3,1957,1982,1,0,8,8,3,0.0,3,4,0,5,5,4,6,0.0,6,0.0,0.0,0.0,1,2,1,4,1764,0,0,1764,0.0,0.0,2,1,4,1,4,7,1,1,4,1,1957.0,0,1.0,301.0,4,4,2,0,72,0,0,0,0,3,4,3,0,10,2008,9,4,100000,51,26,56.68934240362812
1253,535352080,50,4,80.0,8480,1,2,3,3,0,4,0,15,2,2,0,0,5,5,1947,1950,1,0,8,8,3,0.0,3,4,1,4,4,3,4,442.0,5,0.0,390.0,832.0,1,4,1,4,832,384,0,1216,0.0,0.0,1,0,2,1,4,6,7,0,5,5,1947.0,2,1.0,336.0,4,4,2,158,0,102,0,0,0,3,4,3,0,10,2008,0,0,118500,61,58,97.45065789473684
1254,535354200,90,4,76.0,12436,1,2,3,3,0,4,0,15,2,2,2,2,5,5,1957,1957,1,0,13,14,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1824.0,1824.0,1,1,1,0,1824,0,0,1824,0.0,0.0,2,0,5,2,4,9,7,0,5,5,1958.0,2,2.0,484.0,4,4,2,0,0,0,0,0,0,3,4,3,0,1,2008,9,4,146000,51,51,80.04385964912281
1255,535375140,20,4,60.0,10122,1,2,3,3,0,4,0,20,2,2,0,2,4,6,1948,1950,1,0,8,8,3,0.0,3,4,3,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,0,4,869,0,0,869,0.0,0.0,1,0,1,1,4,3,7,0,5,5,1948.0,2,1.0,390.0,1,4,0,0,0,66,0,0,0,3,0,3,0,8,2008,9,4,89900,60,58,103.45224395857308
1256,535375160,50,4,45.0,7506,1,2,3,3,0,0,0,20,2,2,0,0,5,8,1925,1950,1,0,12,13,3,0.0,3,2,2,4,4,3,5,0.0,5,0.0,747.0,747.0,1,4,1,4,747,412,0,1159,0.0,0.0,1,0,3,1,4,5,7,0,5,5,1932.0,2,1.0,288.0,1,4,0,84,0,96,0,0,0,3,4,3,0,5,2008,9,4,114000,83,58,98.36065573770492
1257,535380050,50,4,60.0,10930,1,0,3,0,0,4,0,15,0,2,0,0,5,6,1945,1950,1,0,8,8,3,0.0,3,4,1,4,4,3,1,580.0,5,0.0,333.0,913.0,1,4,1,0,1048,510,0,1558,1.0,0.0,1,1,3,1,4,6,7,1,4,1,1962.0,2,1.0,288.0,4,4,2,0,0,0,0,0,0,3,4,3,0,4,2008,9,4,140000,63,58,89.85879332477535
1258,535380110,30,4,60.0,5400,1,2,3,3,0,0,0,20,2,2,0,2,4,7,1940,2005,2,0,12,13,3,0.0,2,4,2,4,4,3,5,0.0,5,0.0,672.0,672.0,1,2,1,4,672,0,0,672,0.0,0.0,1,0,2,1,4,4,7,0,5,5,1997.0,2,1.0,308.0,4,4,0,88,108,0,0,0,0,3,4,3,0,7,2008,9,4,86900,68,3,129.3154761904762
1259,535380140,50,4,60.0,10836,1,0,3,3,0,4,0,20,2,2,0,0,5,5,1922,1950,1,0,13,14,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,892.0,892.0,1,0,1,4,1254,182,0,1436,0.0,1.0,1,0,3,1,4,7,7,1,2,5,1968.0,2,4.0,1488.0,1,4,0,0,0,100,0,0,0,3,1,3,0,6,2008,9,4,139000,86,58,96.7966573816156
1260,535383100,190,4,60.0,10800,1,0,3,3,0,4,0,20,2,2,1,5,4,7,1900,2000,1,0,8,8,3,0.0,3,4,0,5,5,4,6,0.0,6,0.0,0.0,0.0,1,4,0,0,694,600,0,1294,0.0,0.0,2,0,3,2,4,7,7,0,5,6,0.0,3,0.0,0.0,5,5,0,220,114,210,0,0,0,3,4,3,0,8,2008,9,4,106250,108,8,82.1097372488408
1261,535402120,60,4,70.0,9247,1,2,0,3,0,4,0,15,2,2,0,5,6,6,1962,1962,1,0,6,6,1,318.0,3,4,1,4,4,3,4,319.0,5,0.0,539.0,858.0,1,0,1,4,858,858,0,1716,0.0,0.0,1,1,4,1,4,8,7,1,2,1,1962.0,0,2.0,490.0,4,4,2,0,84,0,0,120,0,3,4,3,0,3,2008,9,4,171000,46,46,99.65034965034965
1262,535403010,20,4,78.0,10180,1,2,0,3,0,0,0,15,1,2,0,2,5,6,1968,1968,1,0,6,10,3,0.0,3,4,1,4,4,3,4,744.0,5,0.0,168.0,912.0,1,4,1,4,1044,0,0,1044,0.0,1.0,1,1,3,1,4,5,7,1,1,1,1990.0,0,2.0,372.0,4,4,2,200,48,0,0,0,0,3,1,2,450,6,2008,9,4,139000,40,40,133.1417624521073
1263,535425060,20,4,76.0,11355,1,2,0,3,0,0,0,15,2,2,0,2,7,7,1958,2001,1,2,6,6,1,125.0,3,4,1,4,4,3,1,637.0,5,0.0,675.0,1312.0,1,0,1,4,1312,0,0,1312,0.0,0.0,1,1,3,1,4,6,7,1,2,1,1958.0,1,2.0,495.0,4,4,2,0,304,144,0,0,0,3,2,1,6500,4,2008,9,4,186000,50,7,141.76829268292684
1264,535426260,20,4,73.0,10920,1,2,0,3,0,0,0,15,2,2,0,2,6,5,1960,1960,3,0,8,8,1,212.0,3,4,1,4,4,3,1,733.0,5,0.0,520.0,1253.0,1,4,1,4,1253,0,0,1253,1.0,0.0,1,1,2,1,4,5,7,1,1,1,1960.0,1,1.0,352.0,4,4,2,0,213,176,0,0,0,3,1,3,0,5,2008,9,4,157000,48,48,125.29928172386273
1265,535426350,20,4,73.0,12929,1,2,0,3,0,4,0,15,2,2,0,2,6,6,1960,1993,1,0,13,14,1,276.0,3,4,1,4,4,1,2,697.0,5,0.0,384.0,1081.0,1,4,1,4,1081,0,0,1081,1.0,0.0,1,0,3,1,4,5,7,0,5,4,1960.0,2,1.0,401.0,4,4,2,36,82,0,0,0,0,3,4,3,0,6,2008,9,4,148000,48,15,136.91026827012027
1267,535451010,20,4,74.0,8892,1,2,3,3,0,0,0,15,2,2,0,2,5,7,1953,1996,1,0,14,15,3,0.0,2,4,4,4,4,0,5,0.0,5,0.0,105.0,105.0,1,2,1,4,910,0,0,910,0.0,0.0,1,0,3,1,2,5,7,0,5,1,1953.0,2,2.0,414.0,4,4,2,196,0,150,0,0,0,3,1,3,0,10,2008,9,4,116000,55,12,127.47252747252747
1268,535451050,20,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,2,5,7,1951,1951,1,0,8,8,3,0.0,3,4,1,1,4,3,3,432.0,5,0.0,444.0,876.0,1,4,1,4,876,0,0,876,0.0,0.0,1,0,2,1,4,5,7,1,4,5,1972.0,2,2.0,576.0,4,4,2,0,0,0,0,0,0,3,4,3,0,2,2008,9,0,94000,57,57,107.30593607305936
1269,535451230,20,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1950,1950,3,0,8,8,3,0.0,3,4,1,5,5,4,6,0.0,6,0.0,0.0,0.0,1,2,1,4,1048,0,0,1048,0.0,0.0,1,0,3,1,4,7,2,0,5,5,1950.0,2,2.0,420.0,4,4,2,0,27,0,0,0,0,3,4,3,0,7,2008,9,4,98300,58,58,93.79770992366412
1270,535452120,80,4,70.0,7910,1,2,3,3,0,4,0,15,2,2,0,7,5,5,1960,1960,3,0,3,6,3,0.0,3,4,1,4,4,3,0,666.0,5,0.0,409.0,1075.0,1,2,1,4,1507,0,0,1507,0.0,0.0,2,0,4,1,4,7,0,0,5,2,1960.0,2,1.0,404.0,4,4,2,0,0,0,0,0,0,3,1,3,0,8,2008,9,4,127000,48,48,84.2733908427339
1271,535453020,20,4,80.0,8000,1,2,3,3,0,4,0,15,2,2,0,2,5,6,1959,1959,1,0,3,14,3,0.0,3,4,2,4,4,3,1,476.0,4,488.0,292.0,1256.0,1,2,1,0,1256,0,0,1256,1.0,0.0,1,1,3,1,2,6,7,0,5,1,1959.0,1,1.0,311.0,4,4,2,0,240,0,0,0,0,3,4,3,0,5,2008,9,4,159000,49,49,126.59235668789809
1272,535453040,20,4,80.0,8000,1,2,3,3,0,4,0,15,2,2,0,2,5,5,1962,1962,1,0,3,8,3,0.0,3,4,1,4,4,3,1,520.0,4,319.0,188.0,1027.0,1,4,1,4,1027,0,0,1027,0.0,1.0,1,0,3,1,4,6,7,0,5,1,1962.0,2,1.0,299.0,4,4,2,0,0,0,0,0,0,3,4,3,0,11,2008,9,4,125900,46,46,122.59006815968841
1273,535453210,20,4,70.0,7931,1,2,3,3,0,4,0,15,2,2,0,2,5,6,1960,1960,1,0,3,14,3,0.0,3,4,1,4,4,3,1,374.0,3,532.0,363.0,1269.0,1,4,1,0,1269,0,0,1269,0.0,0.0,1,1,3,1,4,6,7,1,1,5,1964.0,2,1.0,308.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2008,9,4,155000,48,48,122.14342001576044
1274,535454150,50,4,60.0,8064,1,2,3,3,0,4,0,15,0,2,0,0,6,6,1948,1950,1,0,13,14,3,0.0,3,4,1,4,4,3,0,315.0,5,0.0,453.0,768.0,1,0,1,4,819,501,0,1320,0.0,0.0,2,0,3,1,4,5,7,0,5,5,1994.0,2,2.0,576.0,4,4,2,108,0,0,0,0,0,3,1,3,0,9,2008,9,4,138000,60,58,104.54545454545455
1275,535455060,45,4,64.0,6390,1,2,3,3,0,0,0,15,1,2,0,1,6,7,1954,1954,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,936.0,936.0,1,4,1,0,984,0,0,984,1.0,0.0,1,0,2,1,4,4,7,0,5,5,1954.0,2,1.0,280.0,4,4,2,0,0,0,0,0,0,3,1,3,0,6,2008,9,4,112500,54,54,114.32926829268293
1276,535455080,45,4,59.0,7227,1,2,3,1,0,0,1,15,0,2,0,1,6,6,1954,1954,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,832.0,832.0,1,2,1,4,832,0,0,832,0.0,0.0,1,0,2,1,2,4,7,0,5,5,1962.0,2,2.0,528.0,4,4,2,0,0,0,0,0,0,3,4,3,0,6,2008,9,4,105500,54,54,126.80288461538461
1277,535455090,50,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,0,6,5,1954,1954,1,0,8,8,3,0.0,3,4,1,4,4,3,4,673.0,5,0.0,181.0,854.0,1,1,1,0,854,424,0,1278,0.0,0.0,1,0,4,1,4,6,7,0,5,1,1954.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,3,3,3,0,4,2008,9,4,127500,54,54,99.76525821596245
1278,535456050,90,4,113.0,8513,1,2,3,3,0,0,0,15,0,2,2,2,5,5,1961,1961,1,0,3,14,3,0.0,3,4,1,4,4,0,5,0.0,5,0.0,1800.0,1800.0,1,4,0,4,1800,0,0,1800,0.0,0.0,2,0,6,2,4,10,7,0,5,6,0.0,3,0.0,0.0,5,5,0,0,0,0,0,0,0,3,4,3,0,11,2008,9,0,130000,47,47,72.22222222222223
1279,535456070,50,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,0,5,6,1955,1967,1,0,8,8,3,0.0,3,2,1,4,4,2,2,370.0,5,0.0,398.0,768.0,1,2,1,4,1024,564,0,1588,0.0,0.0,1,1,3,1,4,6,7,0,5,5,1955.0,2,2.0,480.0,4,4,2,0,0,0,0,0,0,3,4,3,0,3,2008,9,4,150000,53,41,94.45843828715365
1280,535456100,20,4,60.0,7200,1,2,3,3,0,4,0,15,2,2,0,2,5,7,1954,1954,1,0,8,8,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,825.0,825.0,1,4,1,0,825,0,0,825,0.0,1.0,1,0,2,1,4,4,7,0,5,1,1954.0,2,1.0,350.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2008,9,4,109500,54,54,132.72727272727272
1281,535475020,60,4,71.0,7056,1,2,3,3,0,4,0,15,2,2,0,5,6,5,1963,1963,3,0,6,6,1,415.0,3,4,1,4,4,3,1,400.0,5,0.0,380.0,780.0,1,4,1,4,983,813,0,1796,1.0,0.0,1,1,4,1,4,8,7,1,4,1,1963.0,1,2.0,483.0,4,4,2,0,50,0,0,0,0,3,4,3,0,10,2008,9,4,140000,45,45,77.95100222717149
1282,535476370,60,4,80.0,9760,1,2,3,3,0,4,1,15,2,2,0,5,6,6,1964,1964,1,0,6,6,1,360.0,3,4,1,4,4,1,2,674.0,3,106.0,0.0,780.0,1,4,1,4,798,813,0,1611,1.0,0.0,1,1,4,1,4,7,7,0,5,1,1964.0,1,2.0,442.0,4,4,2,328,128,0,0,189,0,3,4,3,0,6,2008,9,4,167900,44,44,104.2209807572936
1283,535477090,20,4,69.0,7590,1,2,3,3,0,4,0,15,4,2,0,2,5,5,1963,1963,1,0,13,14,3,0.0,3,4,1,4,4,3,5,0.0,5,0.0,1117.0,1117.0,1,0,1,4,1117,0,0,1117,0.0,0.0,1,0,3,1,4,6,7,0,5,1,1963.0,2,1.0,264.0,4,4,2,0,0,0,0,0,0,3,4,3,0,5,2008,0,4,136870,45,45,122.53357206803939
1284,902100020,20,5,56.0,9836,1,0,3,0,0,4,0,20,0,2,0,2,6,5,2008,2008,1,0,12,13,3,0.0,3,4,2,4,4,3,2,96.0,5,0.0,96.0,192.0,1,2,0,4,1133,0,0,1133,1.0,0.0,1,0,3,1,4,7,7,0,5,5,2008.0,2,1.0,308.0,4,4,2,0,175,0,0,0,0,3,4,3,0,12,2008,9,0,143000,0,0,126.2135922330097
1285,902100030,30,5,30.0,5232,1,0,2,0,0,4,0,20,0,2,0,2,5,5,1925,2004,1,0,13,14,3,0.0,3,4,0,1,4,3,5,0.0,5,0.0,680.0,680.0,1,2,0,2,764,0,0,764,0.0,0.0,1,0,2,1,4,4,7,0,5,5,1965.0,2,2.0,504.0,4,4,0,0,0,0,0,0,0,3,4,3,0,6,2008,9,4,73000,83,4,95.54973821989529
1286,902102060,70,5,60.0,10440,1,0,3,3,0,4,0,20,2,2,0,5,5,8,1904,2002,1,0,8,8,3,0.0,3,4,2,4,4,3,5,0.0,5,0.0,650.0,650.0,1,2,1,4,958,581,0,1539,0.0,0.0,2,0,3,1,2,8,7,1,3,5,1983.0,2,2.0,686.0,2,4,1,70,78,68,0,0,0,3,4,3,0,6,2008,9,4,157500,104,6,102.3391812865497
1287,902103150,50,5,57.0,9184,1,0,3,3,0,4,0,20,0,2,0,0,5,7,1948,2005,1,0,14,15,3,0.0,3,4,0,4,4,3,5,0.0,5,0.0,780.0,780.0,1,0,1,4,948,375,0,1323,0.0,0.0,1,0,3,1,4,6,7,0,5,5,1948.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,3,4,3,0,7,2008,9,4,122600,60,3,92.66817838246409
1288,902105010,70,5,80.0,4800,1,0,3,3,0,4,0,20,2,2,0,5,5,5,1910,2003,1,0,0,0,3,0.0,3,4,0,4,1,3,5,0.0,5,0.0,680.0,680.0,1,1,0,4,680,680,0,1360,0.0,0.0,1,0,2,1,4,6,7,0,5,1,1910.0,2,1.0,330.0,1,4,2,192,50,0,0,0,0,3,4,3,0,1,2008,9,4,111000,98,5,81.61764705882354
1290,902105130,30,5,60.0,4800,1,2,3,3,0,0,0,20,2,2,0,2,5,4,1940,1950,1,0,8,8,3,0.0,3,4,1,1,4,3,5,0.0,5,0.0,672.0,672.0,1,4,1,4,672,0,0,672,0.0,0.0,1,0,2,1,4,4,7,0,5,5,1950.0,2,1.0,256.0,4,4,2,0,0,0,0,0,0,3,2,3,0,8,2008,9,4,64000,68,58,95.23809523809524
1291,902107030,75,5,60.0,6000,1,2,3,3,0,4,0,20,2,2,0,4,6,7,1915,2005,1,0,13,14,3,0.0,2,4,0,4,4,3,5,0.0,5,0.0,728.0,728.0,1,2,1,4,728,728,0,1456,0.0,0.0,1,1,4,1,2,7,7,0,5,5,1915.0,2,1.0,308.0,1,1,0,0,0,248,0,0,0,3,4,3,0,6,2008,9,4,139500,93,3,95.81043956043956
1292,902109080,190,5,63.0,11426,1,0,3,3,0,4,0,20,2,2,1,0,4,6,1910,1996,1,0,13,14,3,0.0,3,4,4,4,4,3,5,0.0,5,0.0,828.0,828.0,1,2,1,0,828,658,108,1594,0.0,0.0,2,0,3,2,4,9,7,0,5,6,0.0,3,0.0,0.0,5,5,0,0,172,109,0,0,0,3,4,3,0,6,2008,9,4,118000,98,12,74.0276035131744
1293,902109110,50,5,63.0,11426,1,2,3,3,0,4,0,20,2,2,0,0,7,5,2003,2003,1,0,12,13,3,0.0,3,4,2,2,4,3,5,0.0,5,0.0,1362.0,1362.0,1,0,1,4,1362,720,0,2082,0.0,0.0,2,1,3,1,2,6,4,0,5,5,2003.0,2,2.0,484.0,4,4,0,280,238,0,0,0,0,3,4,3,0,6,2008,9,4,200000,5,5,96.06147934678194
